"job_title";"job_salary";"job_requirement";"job_addr";"job_exp";"job_edu";"job_tags";"company_name";"company_employee_num";"company_type"
"Python开发工程师";"4K-8K";"岗位职责:1、Web接口开发, Python；2、网站的开发与维护；3、日常数据统计需求支持任职要求:1、具有强烈的进取心，对互联网拥有浓厚的兴趣，能够积极主动跟进业界的步伐；2、熟悉基于Linux开发，至少熟练";"深圳 南山区 科技园";"经验不限";"本科";"PHPPythonLinux";"百答科技";"20-99人";"互联网"
"后台开发（4人）java/python";"8K-15K";"后台开发（4人）最少要16年之前毕业的a)3-5年1.熟悉spring boot 框架2.有微服务相关开发经验3.JAVA/python 语言 4.其他后台技术基本要求b)1-3年1.有数据监控，可视化报";"深圳 南山区 科技园";"1-3年";"本科";"JavaPython";"汇金智融";"100-499人";"互联网"
"python开发工程师";"15K-30K";"1、本科或以上学历2、需具备3年以上Python开发经验，有大型分布式系统开发经验者优先；3、熟悉Python语言，熟练使用常用模块，使用过Django/Tornado等web框架；4、有过大数据相关经验，ELT处理经验优先";"深圳 南山区 科技园";"3-5年";"本科";"Python";"潜一";"0-20人";"互联网"
"Python";"10K-20K";"我们是一家专注在软装行业的创业公司，随着整个中国人的生活水平的提高，人们的生活改变从服装，饮食已经烧到了空间消费，几万亿的软装市场未来大有可为，我们独特的采用大数据挖掘和ai来改变这个行业的效率低，成本高的缺点，希望有识之士能够加入。";"深圳 南山区 蛇口";"1-3年";"本科";"后端开发系统架构Python";"画小屋";"0-20人";"电子商务"
"python开发工程师";"15K-25K";"岗位职责：1，完成软件系统及模块的技术需求规划、方案设计、编码，编制与项目相关的技术文档，保证文档资料的完整，按期完成开发任务；进行产品的优化和演进；2，协助测试人员完成软件系统及模块的测试，保证产品质量；3，协助运维人员和用户";"深圳 南山区";"3-5年";"本科";"数据库数据挖掘后端开发";"智国互联";"20-99人";"互联网"
"软件开发工程师（C#/python）";"9K-10K";"1.   参与系统的详细设计工作，按照要求完成程序设计、数据库设计、用户手册等相关技术文档；2.   负责系统的编码实现，根据设计文档完成相应模块软件的编程任务；3.   负责平台的开发及新功能升级，并进行测试、修改、优化工作；";"深圳 宝安区";"1-3年";"本科";"C#Python";"深圳倍通";"100-499人";"物流/仓储"
"python开发工程师";"15K-30K";"工作职责：1、推进微服务治理，实现服务容器化；2、完善自动化运维，完善CI/CD，使服务弹性伸缩，快速扩容，自动fail over；3、设计巨量数据的分发、读取，能做到冷热分离，快慢分离；4、拓展团队视野，提高团队整体技术素质；";"深圳 南山区 深圳湾";"3-5年";"本科";"PythonGO";"数位科技";"100-499人";"互联网"
"Python运维开发";"20K-40K";"岗位名称：  Python开发工程师（DevOPS方向）岗位职责1. 负责运维平台/工具的设计、开发、优化并持续迭代，提升运维效率2. 参与运营系统架构设计、改进、优化，并推动实施技术方案岗位要求：1、全日制本科及以上学历，计算";"深圳 南山区";"经验不限";"本科";"运维经验";"凌扬盛达";"20-99人";"数据服务"
"Python";"10K-20K";"1. 负责公司重要新产品的数据采集 2. 负责公司重要新产品的接口开发 3. 熟悉爬虫，python，有过独立项目开发 4.与团队技术交流，共同进步。 任职要求 1、大学专科以上学历，计算机等相关专业； 2、两年以上pytho";"深圳 南山区";"经验不限";"大专";"数据抓取数据挖掘";"才是科技";"0-20人";"互联网"
"Python";"9K-18K";"1.会python web端开发2.2本以上统招学历.211优先";"深圳 龙岗区";"3-5年";"本科";"Pythonpython爬虫";"软通动力";"10000人以上";"计算机软件"
"python高级开发工程师";"18K-30K";"岗位职责：1，完成软件系统及模块的技术需求规划、方案设计、编码，编制与项目相关的技术文档，保证文档资料的完整，按期完成开发任务；进行产品的优化和演进；2，协助测试人员完成软件系统及模块的测试，保证产品质量；3，协助运维人员和用户";"深圳 福田区 车公庙";"5-10年";"本科";"Python后端开发数据挖掘";"智国互联";"20-99人";"互联网"
"Python";"15K-30K";"华为2012实验室招聘技术人员和技术专家，技术面向云、AI、大数据等前沿领域，无论你是初级开发，高级开发还是架构师这里均有你的位置。待遇灵活可谈。有意愿的请联系我（邮箱：*****），需要12月底前能入职！1、本";"深圳";"5-10年";"本科";"JavaAndroidPython";"华为技术有限公司";"10000人以上";"计算机软件"
"Python后台开发";"10K-20K";"我们为您提供：1、每年春节16天带薪假期，回家无忧，带薪年假以工龄计算；2、餐费补贴660元/月，五天工作制(弹性上下班错开高峰期)，入职即购买五险一金；3、每年为员工父母提供爱孝金共5000元；节日礼品少不了，4、员工每月团建(聚";"深圳 南山区 科技园";"3-5年";"本科";"后端开发JavascriptPython";"新华云帆";"100-499人";"移动互联网"
"架构师（PHP/Python/Go）";"20K-35K";"职位描述： 1、负责项目技术架构设计、优化，根据业务规划及技术规划制定应用架构方案；2、主导核心功能的架构与代码模板编写，开发与维护系统公用核心模块；3、审核和评估相关方案与设计，以确保其符合架构规划，满足业务需求；4、分析";"深圳 南山区 科技园";"5-10年";"大专";"GOGolangPython";"明源云";"1000-9999人";"计算机软件"
"python开发";"6K-10K";"岗位描述：1、游戏平台开发、系统开发；2、独立发布、部署服务器环境；3、配合其他部门完成相关游戏测试及接入、上线部署；4、参与技术难题攻关、组织技术积累等工作。任职要求： 1、计算机及相关专业，本科以上学历，2年";"深圳 罗湖区 东湖";"1-3年";"大专";"HTML/CSSPython后端开发";"掌世界";"100-499人";"游戏"
"Python 后台工程师";"15K-30K";"【岗位职责】1、负责Web后台、手机APP后台系统的开发、优化与维护；2、熟悉敏捷开发，编写高质量的，整洁简单，可维护性的代码；构建可重复使用的代码以及公共库；3、根据工作需要，设计并完成各种辅助工具的开发。【任职要";"深圳 南山区 南头";"3-5年";"本科";"MYSQLPython服务器端";"viabtc";"20-99人";"互联网"
"python高级开发工程师";"20K-35K";"猎头职位 岗位职责：1、针对Google，Facebook等公司的API接口开发客户端程序；2、理解推广活动的各种配置选项及产生的数据，编写自动化的工具来操作、获取并处理这些数据；3、建立数据模型来解释各渠道的投放效果，";"深圳 南山区 科技园";"5-10年";"本科";"系统架构";"拓展";"20-99人";"咨询"
"Python开发工程师-实习";"4K-8K";"岗位职责:1、Web接口开发, Python；2、网站的开发与维护；3、日常数据统计需求支持任职要求:1、具有强烈的进取心，对互联网拥有浓厚的兴趣，能够积极主动跟进业界的步伐；2、熟悉基于Linux开发，至少熟练";"深圳 南山区 科技园";"经验不限";"本科";"LinuxPythonPHP";"百答科技";"20-99人";"互联网"
"Python";"15K-25K";"我们做什么：工业品B2B电商平台 + 垂直搜索引擎 + 工业品百科全书什么是工业品：制造商生产中所用到的一切配件和设备，小到你手机中的每个配件，大到测量仪器，工业机器人。潜在市场规模：1. 20万亿的工业品市场2. 相关蓝海";"深圳 福田区 竹子林";"3-5年";"本科";"FlaskPython";"零搜";"20-99人";"互联网"
"Python";"10K-15K";"python django服务端开发希望您是:熟悉python服务端开发，熟悉django框架熟悉项目开发规范，如gitflow, restful等。熟悉mysql redis等常用服务。熟悉linux服务器配置";"深圳";"经验不限";"本科";"后端开发Python";"易建科技";"1000-9999人";"互联网"
"Python";"10K-20K";"岗位职责：负责后台系统开发；负责机器学习算法的部署和实施；负责高并发请求框架设计。岗位要求：本科以上学历，计算机相关专业；3年以上Python开发经验，精通Python程序设计和开发，有web开发经验者优先；精通Unix/Li";"深圳 南山区 深圳湾";"3-5年";"本科";"数据库Linux自然语言处理";"国信泰九";"500-999人";"互联网金融"
"Sr Test Developer (C#, Python, Windows)";"20K-30K";"Who are we?ST Testing is one of the first teams in OARDC Shenzhen. Right now, we have nearly 50 people, all of them ar";"深圳 南山区 科技园";"3-5年";"本科";".NETC#Python";"Oracle";"10000人以上";"计算机软件"
"python后端";"13K-15K";"职位描述：1、负责算法平台的后端开发和维护；2、负责产品后端架构的改进和优化，确保后端服务稳定、可靠、高效；3、参与后端前沿技术的探索。任职资格：1、两年以上python开发经验，计算机基础知识扎实；2、熟悉数据";"深圳 盐田区 沙头角";"3-5年";"本科";"Python系统架构";"清影医疗";"20-99人";"数据服务"
"python开发";"10K-15K";"要求：1、本科及以上学历，一年以上Python开发经验，熟练使用Python语言；2、具有服务器端开发功底，熟悉数据结构、算法、设计模式、http协议；3、熟悉MySQL，SqlServer等数据库；4、参与";"深圳 福田区 购物公园";"1-3年";"本科";"Python";"南京融翼";"500-999人";"计算机软件"
"Python（高级&资深&leader）";"18K-35K";"岗位职责：1、加入专注、极致、快速发展的团队，通过数据驱动的方式来赋能和驱动行业发展；2、开发公司战略级数据大屏平台产品：高可用性&高度自定义&自动化&可视化BI平台；任职资格：1、计算机或相关专业的本科及以上，三年以上";"深圳 南山区 科技园";"5-10年";"本科";"PythonPHPGO";"明源云";"1000-9999人";"计算机软件"
"python开发工程师";"9K-13K";"1、两年以上python web项目开发经验；2、熟悉python、javascript;3、熟悉flask、SQLAIchemy、numpy、pandas、diango等等4、有使用过python进行数据分析经验或熟悉开源数据";"深圳";"1-3年";"大专";"Pythonpython爬虫抓取";"深圳雁联";"1000-9999人";"互联网"
"后台开发高级工程师(Python方向)";"9K-16K";"任职要求：1.大学本科以上学历，2年以上后台开发经验2.熟悉mysql的设计和开发;3.具备良好的分析解决问题能力，能独立承担工作任务;4.逻辑清楚，思维清晰，有较强的自我驱动能力和团队合作精神5.熟";"深圳 南山区 科技园";"1-3年";"本科";"Python数据库";"趣虹科技";"20-99人";"移动互联网"
"Python开发工程师";"10K-16K";"岗位职责1、独立完成部分产品特性的预研和设计；2、负责实现产品特性的开发；3、执行拆分的产品开发任务，发现并解决问题；4、深入学习存储和系统运维知识，强化自身业务水平。任职要求1、计算机相关专业，1年以上开发工作";"深圳 南山区 西丽";"1-3年";"本科";"Pythonpython爬虫Java";"杉岩数据";"20-99人";"计算机软件"
"高级Python开发工程师";"16K-23K";"岗位职责1、独立完成部分产品特性的预研和设计；2、 负责实现产品特性的开发；3、拆分产品开发任务，指导初级工程师完成开发任务；4、支撑较大难度级别的运维问题；5、深入学习存储和系统运维知识，强化自身业务水平。任职";"深圳 南山区 西丽";"3-5年";"本科";"PythonJava爬虫架构";"杉岩数据";"20-99人";"计算机软件"
"Python";"6K-7K";"1. 精通python语言，了解 Django、Tornado 等框架中的一种2. 熟悉MVC三层架构，有性能优化、后台集群架构的实践经验3. 熟悉HTML、CSS、JavaScript等前端开发技术优先4. 有使用JQuery";"深圳";"1-3年";"本科";"PythonHTML/CSSJavascript";"深圳市瑞驰信息";"100-499人";"计算机软件"
"Python开发";"10K-20K";"岗位职责：1、本科以上学历，计算机相关经验，毕业年限3年以上，Python工作经验1年以上；2. Python变成代码经验上万行，至少用过pandas和numpy库，具有中后台python项目经验，3. 精通Oracle数据";"深圳 龙岗区 万科城";"3-5年";"大专";"HadoopPython";"infosys";"1000-9999人";"计算机软件"
"Python";"5K-10K";"1. 爬虫系统开发与维护2. 数据管理与基础数据处理";"深圳";"1-3年";"大专";"Python数据挖掘python爬虫";"元丁科技";"0-20人";"数据服务"
"python后台开发";"20K-40K";"工作职责：使用Python编写Web后端代码熟悉敏捷开发，编写高质量的，整洁简单，可维护性的代码；构建可重复使用的代码以及公共库；构建新的Web应用，对现有的bug进行快速修复；不端优化现有的产品，努力提高系统速度，稳定性和";"深圳 南山区";"经验不限";"本科";"MYSQLDjanggo";"凌扬盛达";"20-99人";"数据服务"
"Python";"8K-16K";"1. 具有Python基础，愿意学习并使用Go语言进行技术开发，负责对内以及对外API接口功能的研发，升级和重构。 2. 和业务开发团队合作，参与业务逻辑的梳理和讨论，努力让API的设计即合理，又好用。 3. 不断监控API数据，关注A";"深圳 龙岗区 坂田";"1-3年";"本科";"PythonWeb前端HTML/CSS";"天驴旅游";"20-99人";"互联网"
"Python开发工程师";"15K-25K";"python工程师岗位职责 1.数据探索和数据分析；2.项目脚本开发；岗位要求1、熟悉数理统计具体实施方法；2、熟练使用python脚本编程，python编程经验2年以上优先；3、代码经验上万行，熟悉";"深圳 宝安区";"3-5年";"大专";"Python网络爬虫爬虫工程师";"SIE";"1000-9999人";"计算机软件"
"Python后台开发";"15K-30K";"职位诱惑：牛逼的伙伴,专注的开发,舒服的氛围,薪酬待遇职位描述：岗位职责:负责风控后台系统设计与开发工作任职要求:1.2年以上后台开发经验2.熟练掌握python，但不局限于一种语言例如J";"深圳 南山区 科技园";"1-3年";"本科";"Python";"AKULAKU";"100-499人";"互联网金融"
"Python";"10K-20K";"【岗位职责】1、负责平台基础模块的开发维护工作；2、负责平台金融产品业务逻辑的实现。【任职资格】1、计算机相关专业，有相关工作经验；2、熟练掌握python语言，了解Golang、C/C++语言更优3、掌握一种主";"深圳 南山区 华侨城";"经验不限";"本科";"PythonJavascriptHTML/CSS";"小赢理财";"500-999人";"互联网"
"PYTHON开发工程师";"9K-16K";"岗位职责：1、负责统计系统的后台架构设计、优化。2、开发大型web应用。任职要求：1、本科及以上学历，2年以上开发经验；2、熟悉python，1年以上python开发经验；3、熟悉Django, Tornado,";"深圳 南山区 科技园";"1-3年";"本科";"Pythondjango数据分析";"正易龙公司";"100-499人";"游戏"
"软件开发工程师（Python爬虫方向）";"8K-16K";"工作职责：1.开发网页自动化脚本；2.负责商品信息结构化，编写自动化脚本解析网页信息；3.商品索引系统：亿级SKU的库存价格实时跟踪同步，并对商品进行智能分类、本地化、图片处理和去重；4.设计、开发、测试、部署以及维护并改进";"深圳 南山区 科技园";"1-3年";"本科";"python爬虫Python";"么么嗖";"20-99人";"电子商务"
"Python运维工程师";"12K-18K";"岗位职责：1、负责服务器的维护；2、负责应用部署工作；3、负责后续自动化运维脚本的编写，监控系统的实现；4、负责服务器故障监控及警报处理工作；5、配合研发进行系统性能调优。任职要求：1、 熟悉 Linux 操作系";"深圳 南山区 科技园";"1-3年";"大专";"LinuxPythonShell";"优融网络科技";"20-99人";"互联网"
"Python后端开发工程师";"9K-14K";"我们是国内首家专业从事智能服饰研发销售的高科技企业，旗下WESMART智能服装品牌，开启智能服装行业先河并在成立之初一个月的时间就突破千万销售大关。我们为了人类的健康而存在，在这里你会看到各种智能黑科技技术与衣物的完美结合，能接触到智能";"深圳 南山区 西丽";"3-5年";"本科";"后端开发PythonLinux";"智裳科技";"0-20人";"智能硬件"
"python服务端主程（游戏）";"15K-25K";"岗位职责：1、负责完成游戏服务端开发及设计；2、负责游戏服务端日常维护工作。任职要求：1、三年及以上 Python 开发经验；2、掌握常用的算法和数据结构；3、熟悉Linux开发环境、掌握基本的 Shell";"深圳 南山区 科技园";"3-5年";"本科";"PythonJavaC/C++";"正易龙公司";"100-499人";"游戏"
"爬虫工程师（python）";"10K-15K";"职位描述工作职责：1.负责国内内容源的抓取和数据处理。2.承接开发任务，需求分析，确保按时按质按量完成任务； 任职要求：1.熟悉常用的爬虫技术，比如scrapy,webmagic;2.熟悉struts、spring、ibatis";"深圳";"1-3年";"本科";"python爬虫数据抓取爬虫工程师";"斑马线上";"0-20人";"广告营销"
"Python高级DevOps工程师";"15K-30K";"工作职责：1、负责Python产品线教研教学相关工作，包括但不局限于授课、课程体系优化等。2、配合相关就业、招生部分相关工作，包括但不局限于就业辅导、公开课宣讲等。任职要求：1、至少3年以上Python编程经验 2、";"深圳 南山区 大冲";"5-10年";"本科";"Python机器学习python爬虫";"泽林信息";"100-499人";"在线教育"
"Python金融分析周末班兼职讲师";"15K-30K";"岗位职责：负责Python金融分析周末班教学相关工作，主要工作授课、课程体系优化、学员辅导、配合公开课宣讲等。技能要求：1 、精通Python核心编程，至少3年以上Python开发经验；2、 精通Python大数据分析，精通";"深圳 南山区 大冲";"3-5年";"本科";"Pythonpython爬虫数据库";"泽林信息";"100-499人";"在线教育"
"Python开发工程师";"15K-25K";"职位名称：高级运维开发工程师职位描述：开发自动化运维平台和相关项目任职要求：1.能独立开发web系统。  2.大专及以上学历，三年以上python开发经验，有爬虫相关实战经验精通Python语言，熟练使用Djan";"深圳";"3-5年";"大专";"Pythondjangopython爬虫";"傲基电子商务";"1000-9999人";"电子商务"
"Python开发";"10K-15K";"1.精通Python开发，熟悉Python的Django等框架，有开源项目经验优先考虑；2.熟悉Linux/Unix环境；3.了解Tomcat/nginx/apache相关工具；4. 逻辑思维清晰严谨；责任心强；肯钻研；积极主动";"深圳 福田区 八卦岭";"3-5年";"本科";"Python";"金证股份";"1000-9999人";"计算机软件"
"Python开发工程师";"15K-25K";"职责描述：1. 负责Python软件、服务器程序、网站后台的设计和优化2. 负责实现软件、应用程序代码，建立和完善开发文档3. 产品发布上线时，协助完成项目调试、部署等工作4. 持续改进产品，为公司其他部门提供技术方案评估";"深圳 南山区 科技园";"3-5年";"本科";"Python项目实施";"千丁互联";"500-999人";"O2O"
"web/python全栈工程师";"15K-30K";"工作职责：1.加入一个专注、严苛、快速发展的团队，开发内部使用的数据分析平台及工具；2.理解产品设计、推广、开发过程中产生的各种数据模型，设计并实现相应的存储、分析及报表模块；3.在系统设计中遵循KISS原则，交付易于维护的代码";"深圳 南山区 科技园";"3-5年";"本科";"PythonWeb前端全栈";"乐易";"100-499人";"游戏"
"资深Python工程师（数据分析方向）（深圳）";"15K-30K";"职位描述：1.负责业务系统和数据库系统的设计和开发。2.对现有系统进行优化和升级3.及时解决线上问题并不断维护和优化程序。   职位要求：1.3年以上python开发经验，熟悉python高并";"深圳 南山区 科技园";"经验不限";"本科";"Pythonpython爬虫";"平安科技";"1000-9999人";"计算机软件"
"Python";"10K-20K";"1，学历不做要求；2，两年以上python后台开发经验（硬性要求）；3，熟悉python+Django后台开发，熟悉后台开发流程！";"深圳 福田区 华强北";"3-5年";"不限";"Python";"前海泰坦科技";"20-99人";"移动互联网"
"Python开发工程师（高级）";"30K-50K";"工作职责：（后端）使用Python编写Web后端代码熟悉敏捷开发，编写高质量的，整洁简单，可维护性的代码；构建可重复使用的代码以及公共库；构建新的Web应用，对现有的bug进行快速修复；不断优化现有的产品，努力提高系统速";"深圳 南山区 科技园";"3-5年";"本科";"Python";"Shopee";"1000-9999人";"电子商务"
"Python开发工程师";"15K-30K";"工作职责：使用Python编写Web后端代码熟悉敏捷开发，编写高质量的，整洁简单，可维护性的代码；构建可重复使用的代码以及公共库；构建新的Web应用，对现有的bug进行快速修复；不端优化现有的产品，努力提高系统速度，稳定性和";"深圳 南山区 科技园";"1-3年";"本科";"Python";"Shopee";"1000-9999人";"电子商务"
"Python";"15K-30K";"乐易网络是一家数据驱动的手游公司，诚邀您作为后台工程师加入我们的市场推广团队，设计并开发有效的工具来支持推广活动中的决策。您将成为我们业务发展过程中的主要驱动力。工作职责：1.加入一个专注、严苛、快速发展的团队，通过数据驱动的方";"深圳 南山区 科技园";"3-5年";"本科";"Pythonpython爬虫后端开发";"乐易";"100-499人";"游戏"
"python 实习生";"2K-4K";"python实习生职位时间：三个月工作职责：1、 负责众米网络开发；工作要求：1、 计算机相关专业本科及以上学历；2、 熟悉Python，有良好的编码习惯；3、 熟悉Python服务端编程，熟悉网络编程；4、 熟悉Dj";"深圳 宝安区 西乡";"应届生";"本科";"Python机器学习";"众米";"0-20人";"互联网"
"python讲师";"15K-30K";"一：岗位职责：1、负责Python课程体系设计和完善；2、负责Python课程的讲授；3、完成领导交办的其它工作。任职要求：1. 至少2年以上Python编程经验；2. 熟练运用Python语";"深圳 南山区 西丽";"3-5年";"本科";"Pythonpython爬虫机器学习";"千锋互联";"500-999人";"在线教育"
"Python工程师（人工智能方向）";"8K-16K";"研发机器学习算法以及相关系统用于解决实际问题特别说明：我们是一家AI公司，接受目前不懂AI，但对AI有极大的兴趣且知晓AI的基本原理，愿意尝试AI行业的Python工程师职位要求：1. （硬性要求）本科以上学历，CS";"深圳 南山区 科技园";"经验不限";"本科";"Python图像算法深度学习";"ai4health";"0-20人";"医疗健康"
"Python运营开发工程师";"18K-36K";"岗位职责：维护部门业务平台的正常运行和应急响应； 负责运维平台系统的开发，包括服务监控系统、自动化运维工具等； 研究服务架构、实现性能优化，提高系统的健壮性； 制定和改进应急预案、策略和流程，提高服务运行质量。岗位要求：1.计算机相关专";"深圳 南山区 科技园";"1-3年";"本科";"Python数据库Linux";"腾讯";"10000人以上";"互联网"
"Python数据开发";"12K-24K";"风险分析 数据分析在运营中分析风险 分析数据 改善模型熟悉数据挖掘常用算法能python编程分析数据能写爬虫优先";"深圳 南山区 科技园";"1-3年";"本科";"Python数据挖掘网络爬虫";"金钱包九秒贷";"20-99人";"移动互联网"
"Python";"10K-15K";"职责描述：1. 独立完成项目中 python 脚本部分的编写。2. 负责项目基于Odoo（openERP）系统的开发和维护；3. 协助跟踪项目进程，构建开发环境；4. 参与软件质量审查，代码review；5. 与硬件工程";"深圳 南山区 科技园";"经验不限";"本科";"python";"绿富";"0-20人";"互联网"
"python开发工程师";"10K-20K";"岗位职责：1. 设计和实现公司相关产品的后台架构设计以及相关模块的开发；岗位要求：1. 计算机相关专业，1年以上后台开发经验；2. 精通Python, 能够熟练使用至少一种脚本工具；3. 熟悉至少一种相关Web框架：Django";"深圳 南山区 科技园";"1-3年";"本科";"LinuxPython后端开发";"Webot";"20-99人";"企业服务"
"Python开发工程师";"18K-25K";"职位描述我们是已有成熟产品&成熟业务模式的互联网金融&新三板挂牌（股票代码：834540）企业，公司面向客户的UI及后台逻辑全部基于Python开发，我们需要更强大的Pythoner来进一步壮大我们的Python开发团队。来这里";"深圳 罗湖区 笋岗";"3-5年";"大专";"数据挖掘后端开发python爬虫";"众禄金融";"100-499人";"互联网金融"
"Python开发工程师";"10K-18K";"岗位要求：1. 本科以上学历，3年以上开发经验2. 熟悉Linux系统管理维护，熟悉HTTP协议、TCP/IP网络协议；3. 熟练使用shell脚本语言，以及Python开发语言4. 具备良好的合作精神和快速学习能力；5";"深圳 南山区 大冲";"3-5年";"大专";"LinuxPythonShell";"北京中讯汉扬";"100-499人";"计算机软件"
"Python 算法工程师";"15K-30K";"职位诱惑：技术成长快,公司前景好,领导好职位描述：岗位职责本职位需要与科学家一起协同，主要负责算法的实现、验证工作。任职要求1. 计算机、数学相关专业本科以上学历，2年以上算法开发经验。2";"深圳 福田区 石厦";"1-3年";"本科";"Python云计算并发";"XtalPi";"20-99人";"互联网"
"高级Python开发工程师";"15K-25K";"职位诱惑：大牛多,公司氛围好,周末双休,成长快职位描述：工作职责：负责开发并优化分布式的科学计算平台。任职资格：   1.熟练掌握 Python 或 Go 编程语言；   2.具有两年以上的W";"深圳 福田区 石厦";"3-5年";"本科";"PythonGO";"XtalPi";"20-99人";"互联网"
"高级后端工程师（python/Go）";"10K-20K";"职位诱惑：五险一金，年底双薪，氛围好，双休不打卡职位描述：职位描述：负责开发并优化分布式的科学计算平台。任职资格：   1.    熟练掌握 Python 或 Go 编程语言；   2.";"深圳 福田区 石厦";"1-3年";"本科";"GOPythonDocker";"XtalPi";"20-99人";"互联网"
"python开发工程师";"8K-16K";"任职资格：1、具备2年以上Python开发经验，计算机相关专业最佳2、熟悉Django、Flask、Tornado等框架3、熟悉PostgreSQL数据库应用开发，了解PostgreSQL的数据库配置管理、性能优化，熟悉Mong";"深圳 福田区 购物公园";"3-5年";"大专";"PythonLinux数据库";"瑞时会";"20-99人";"互联网"
"C++/Python/QT软件工程师";"12K-24K";"岗位职责：1. 根据产品需求，使用QT库，构建界面框架，完成模块功能设计。2. 根据美工设计，完成产品界面的布局调整和优化。3. 实现软件功能模块的编码和单元测试。4. 参与完成产品的研发、测试、维护全过程。5. 完";"深圳 南山区 深圳湾";"1-3年";"本科";"C/C++";"深圳思力科";"20-99人";"互联网"
"数据平台开发高级工程师（python）";"18K-36K";"岗位要求：本科及以上学历。 责任心强，有良好的抗压能力、团队沟通和协作能力，对工作有激情，有追求卓越的渴望，目标导向，客户导向。 负责腾讯安全平台部数据平台建设，主要工作内容包括负责部门基础数据的建设和维护提供方便使用的数据宽表";"深圳";"3-5年";"本科";"数据库Python系统架构";"腾讯";"10000人以上";"互联网"
"Python开发工程师";"15K-25K";"岗位职责：负责App产品的后台架构、接口设计和实现开发任职要求：1、精通Python编程，熟悉Linux基本操作及脚本编程2、熟悉Django/Flask 等框架优先， 熟悉MySQL3、有大用户量并发访问的后台处理";"深圳 宝安区 西乡";"3-5年";"本科";"LinuxPython后端开发";"小步网络";"20-99人";"移动互联网"
"Python";"10K-20K";"岗位要求：本科及以上学历。 责任心强，有良好的抗压能力、团队沟通和协作能力，对工作有激情，有追求卓越的渴望。 有3年以上开发工作经验，其中包括2年以上Unix/Linux下的C/C++开发经验。 数据结构、算法等基础扎实，熟悉面向对";"深圳 南山区 科技园";"3-5年";"本科";"C/C++ShellPython";"腾讯";"10000人以上";"互联网"
"高级Python开发工程师";"15K-30K";"岗位职责：1.公司产品后台技术架构设计、开发与维护；2. 优化现有后台技术架构,提高产品质量。岗位要求：1.深入理解/掌握1-2种主流的python类web框架/应用（django、flask、tornado、etc.) 2.熟练掌";"深圳 宝安区";"经验不限";"本科";"后端开发数据库Web前端";"知安";"20-99人";"信息安全"
"Python";"15K-30K";"岗位职责：1.公司产品后台技术架构设计、开发与维护；2. 优化现有后台技术架构,提高产品质量。岗位要求：1.深入理解/掌握1-2种主流的python类web框架/应用（django、flask、tornado、etc.) 2.熟练掌";"深圳 宝安区";"经验不限";"本科";"后端开发数据库Python";"知安";"20-99人";"信息安全"
"Python";"7K-14K";"岗位职责:1、负责构建运维可视化体系；2、负责自动化测试和性能测试；4、按要求完成其他相关工作；任职要求:1、熟悉python语言web开发，1年以上开发经验；2、熟悉Linux开发环境、掌握基本的Shell命令与脚本开发；3";"深圳";"1-3年";"大专";"数据库Python";"惠群商业数据";"20-99人";"电子商务"
"Python开发工程师";"8K-16K";"岗位要求：1. 本科以上学历，2年以上开发经验2. 熟悉Linux系统管理维护，熟悉HTTP协议、TCP/IP网络协议；3. 熟练使用shell脚本语言，以及Python开发语言4. 具备良好的合作精神和快速学习能力；5";"深圳 南山区 科技园";"1-3年";"本科";"PythonOpenstackLinux";"天玑科技";"500-999人";"数据服务"
"python/odoo工程师";"6K-10K";"任职资格：1. 熟练掌握Python的使用，一年以上Python\ODOO\Django开发经验。2. 熟悉Javascript，Jquery，HTML5+CSS3, bootstrap等前端技术者优先。3. 至少会使用一种数据";"深圳 南山区 海王大厦";"1年以内";"不限";"ERPPython企业软件";"创新联合";"0-20人";"移动互联网"
"Python讲师";"15K-30K";"1、负责Python产品线教研教学相关工作，包括但不局限于授课、课程体系优化等；2、配合相关就业、招生部分相关工作，包括但不局限于就业辅导、公开课宣讲等。任职要求：1、至少3年以上Python编程经验；2、精通Pytho";"深圳 南山区 大冲";"3-5年";"本科";"Pythondjangopython爬虫";"泽林信息";"100-499人";"在线教育"
"Python 工程师";"12K-18K";"要求：  工作3年以上,熟悉Linux环境下服务端的开发工作熟练掌握Python、Go、Javascript等语言；熟悉关系型数据库与NoSQL数据库的使用和优化熟悉TCP、UDP、HTTP等网络通信协议";"深圳 南山区 科技园";"3-5年";"不限";"PythonGOJavascript";"酷竞体育";"20-99人";"游戏"
"python开发高级工程师";"15K-30K";"工作职责：1.负责app后台的需求开发。2.优化app后台架构。3.负责app内游戏后台的开发。4.对app内数据中心接口 进行框架设计和评估。5.参与部分python运维工作。经验和技能要求：1.计算机或数";"深圳 南山区 科技园";"3-5年";"本科";"PythonC/C++zookeeper";"巅峰电竞";"20-99人";"游戏"
"Python讲师";"8K-13K";"一：岗位职责：1、负责Python课程体系设计和完善；2、负责Python课程的讲授；3、完成领导交办的其它工作。任职要求：1. 至少2年以上Python编程经验；2. 熟练运用Python语言及常用模块；3.";"深圳 宝安区 龙华";"3-5年";"大专";"网络爬虫数据挖掘Python";"汇欣腾达";"100-499人";"互联网"
